i,j,formula,eigvals,dopant_options
46,1,Li3N3Na141OP67S207,"[0.00000000e+00+2.37547360e-05j 0.00000000e+00+9.76704186e-06j
 2.56837156e-05+0.00000000e+00j ... 1.07484452e-01+0.00000000e+00j
 1.09532805e-01+0.00000000e+00j 1.13459506e-01+0.00000000e+00j]","{'O', 'F', 'Er', 'Ca', 'N', 'Sb', 'W', 'Li', 'Ho', 'P'}"
46,2,N2Na139O2P72S211Sb,"[0.00000000e+00+2.54553968e-03j 0.00000000e+00+1.27919184e-05j
 1.56129989e-05+0.00000000e+00j ... 1.07444747e-01+0.00000000e+00j
 1.07771307e-01+0.00000000e+00j 1.08462809e-01+0.00000000e+00j]","{'O', 'F', 'Er', 'Ca', 'N', 'Sb', 'W', 'Li', 'Ho', 'P'}"
46,3,N4Na143P70S208Sb,"[0.00000000e+00+3.50821787e-05j 0.00000000e+00+2.78026226e-05j
 1.61902997e-05+0.00000000e+00j ... 1.07419277e-01+0.00000000e+00j
 1.07713641e-01+0.00000000e+00j 1.08206246e-01+0.00000000e+00j]","{'O', 'F', 'Er', 'Ca', 'N', 'Sb', 'W', 'Li', 'Ho', 'P'}"
49,0,B72Mn36O216Sn36,"[0.00000000e+00+4.45606460e-05j 0.00000000e+00+1.31916488e-05j
 3.88772986e-05+0.00000000e+00j ... 1.56212098e-01+0.00000000e+00j
 1.56506039e-01+0.00000000e+00j 1.56506093e-01+0.00000000e+00j]","{'Cd', 'Sc', 'Cl', 'Na', 'Co', 'Ta', 'Li', 'Fe', 'C', 'F'}"
49,1,CB71Cl2CoFMn35O207Sn35,"[0.00000000e+00+2.72023390e-05j 0.00000000e+00+2.25991432e-05j
 4.15055516e-05+0.00000000e+00j ... 2.13806293e-01+0.00000000e+00j
 2.23937121e-01+0.00000000e+00j 2.26370222e-01+0.00000000e+00j]","{'Cd', 'Sc', 'Cl', 'Na', 'Co', 'Ta', 'Li', 'Fe', 'C', 'F'}"
49,2,CB71FeMn34NaO215Sn35,"[0.00000000e+00+4.2301808e-05j 0.00000000e+00+1.5437577e-05j
 4.36968254e-05+0.0000000e+00j ... 1.66771840e-01+0.0000000e+00j
 1.68031092e-01+0.0000000e+00j 2.35569094e-01+0.0000000e+00j]","{'Cd', 'Sc', 'Cl', 'Na', 'Co', 'Ta', 'Li', 'Fe', 'C', 'F'}"
49,3,C2B69ClFMn36O209Sn35,"[0.00000000e+00+5.28969423e-05j 0.00000000e+00+2.26810191e-05j
 2.96696637e-05+0.00000000e+00j ... 2.24635823e-01+0.00000000e+00j
 2.28017809e-01+0.00000000e+00j 2.28279895e-01+0.00000000e+00j]","{'Cd', 'Sc', 'Cl', 'Na', 'Co', 'Ta', 'Li', 'Fe', 'C', 'F'}"
49,4,C2B70Cl2CoF2Mn33O209ScSn34,"[0.00000000e+00+4.38996482e-05j 0.00000000e+00+1.30068282e-05j
 4.23776987e-05+0.00000000e+00j ... 1.87679249e-01+0.00000000e+00j
 2.24943551e-01+0.00000000e+00j 2.34244062e-01+0.00000000e+00j]","{'Cd', 'Sc', 'Cl', 'Na', 'Co', 'Ta', 'Li', 'Fe', 'C', 'F'}"
49,5,C3B68Cl3F3Mn34O209ScSn36,"[0.00000000e+00+4.73517449e-05j 0.00000000e+00+1.58286151e-05j
 3.88691084e-05+0.00000000e+00j ... 1.82345900e-01+0.00000000e+00j
 1.83243392e-01+0.00000000e+00j 2.21430987e-01+0.00000000e+00j]","{'Cd', 'Sc', 'Cl', 'Na', 'Co', 'Ta', 'Li', 'Fe', 'C', 'F'}"
49,6,B69Cl3F2Mn34NaO208Sn36,"[0.00000000e+00+4.14679602e-05j 0.00000000e+00+3.03246925e-05j
 4.24062106e-05+0.00000000e+00j ... 1.85572998e-01+0.00000000e+00j
 1.95117331e-01+0.00000000e+00j 2.32809747e-01+0.00000000e+00j]","{'Cd', 'Sc', 'Cl', 'Na', 'Co', 'Ta', 'Li', 'Fe', 'C', 'F'}"
50,0,O216Rb216Sn54,"[0.00000000e+00+4.20601984e-05j 0.00000000e+00+3.37218288e-05j
 1.98192106e-05+0.00000000e+00j ... 7.04152911e-02+0.00000000e+00j
 7.04842819e-02+0.00000000e+00j 7.04844814e-02+0.00000000e+00j]","{'F', 'Cd', 'Ba', 'Sr', 'Cl', 'Ta', 'Co', 'Li', 'Fe', 'Ca'}"
50,1,ClF2O212Rb212Sn54,"[0.00000000e+00+2.43194202e-05j 0.00000000e+00+9.88425643e-06j
 2.57650004e-05+0.00000000e+00j ... 7.50874542e-02+0.00000000e+00j
 7.70380161e-02+0.00000000e+00j 7.84662097e-02+0.00000000e+00j]","{'F', 'Cd', 'Ba', 'Sr', 'Cl', 'Ta', 'Co', 'Li', 'Fe', 'Ca'}"
50,2,Cl2F3O209Rb211Sn54Sr,"[0.        +2.06021940e-03j 0.        +1.33314681e-03j
 0.        +3.14983580e-05j ... 0.07660169+0.00000000e+00j
 0.07682481+0.00000000e+00j 0.07772087+0.00000000e+00j]","{'F', 'Cd', 'Ba', 'Sr', 'Cl', 'Ta', 'Co', 'Li', 'Fe', 'Ca'}"
50,3,Ba3CaCl3F3O209Rb205Sn52Sr2,"[0.        +2.12887015e-03j 0.        +2.59619455e-05j
 0.        +1.33760527e-05j ... 0.07680879+0.00000000e+00j
 0.07756929+0.00000000e+00j 0.07992889+0.00000000e+00j]","{'F', 'Cd', 'Ba', 'Sr', 'Cl', 'Ta', 'Co', 'Li', 'Fe', 'Ca'}"
50,5,Ba4CaFO212Rb209Sn52Sr,"[0.        +2.93660755e-03j 0.        +3.31328925e-05j
 0.        +5.81062362e-06j ... 0.07240022+0.00000000e+00j
 0.073519  +0.00000000e+00j 0.07474888+0.00000000e+00j]","{'F', 'Cd', 'Ba', 'Sr', 'Cl', 'Ta', 'Co', 'Li', 'Fe', 'Ca'}"
50,6,ClF3O211Rb215Sn52Sr,"[0.00000000e+00+2.92050958e-05j 0.00000000e+00+2.20088109e-05j
 8.48727420e-06+0.00000000e+00j ... 7.58370621e-02+0.00000000e+00j
 7.64718214e-02+0.00000000e+00j 7.70798164e-02+0.00000000e+00j]","{'F', 'Cd', 'Ba', 'Sr', 'Cl', 'Ta', 'Co', 'Li', 'Fe', 'Ca'}"
52,0,As200Be200Ca100,"[0.00000000e+00+2.66294067e-05j 4.36605789e-06+0.00000000e+00j
 2.77478357e-05+0.00000000e+00j ... 4.85552317e-02+0.00000000e+00j
 4.85552335e-02+0.00000000e+00j 4.85552858e-02+0.00000000e+00j]","{'Pr', 'Si', 'Cr', 'Na', 'Ag', 'Li', 'Hg', 'Se', 'Ce'}"
52,1,AgAs196Be198Ca97Cr2NaSe,"[0.00000000e+00+2.46174852e-03j 0.00000000e+00+9.28650533e-06j
 9.54894272e-06+0.00000000e+00j ... 6.65343225e-02+0.00000000e+00j
 6.73742685e-02+0.00000000e+00j 6.98451094e-02+0.00000000e+00j]","{'Pr', 'Si', 'Cr', 'Na', 'Ag', 'Li', 'Hg', 'Se', 'Ce'}"
52,2,As195Be190Ca97CrLi3Se,"[0.00000000e+00+2.23739286e-05j 8.16703259e-06+0.00000000e+00j
 2.04492670e-05+0.00000000e+00j ... 6.78017469e-02+0.00000000e+00j
 6.92845167e-02+0.00000000e+00j 7.20487927e-02+0.00000000e+00j]","{'Pr', 'Si', 'Cr', 'Na', 'Ag', 'Li', 'Hg', 'Se', 'Ce'}"
52,3,As197Be198Ca99CrLiSi,"[0.00000000e+00+1.63840736e-05j 1.44109537e-05+0.00000000e+00j
 2.26731077e-05+0.00000000e+00j ... 6.70670851e-02+0.00000000e+00j
 6.72375504e-02+0.00000000e+00j 6.74355497e-02+0.00000000e+00j]","{'Pr', 'Si', 'Cr', 'Na', 'Ag', 'Li', 'Hg', 'Se', 'Ce'}"
53,0,H108Fe54O270V54,"[0.00000000e+00+5.82773049e-05j 0.00000000e+00+4.34048718e-05j
 6.76085816e-05+0.00000000e+00j ... 4.15603459e-01+0.00000000e+00j
 4.15618428e-01+0.00000000e+00j 4.15618600e-01+0.00000000e+00j]","{'Tb', 'Si', 'Cl', 'Sb', 'W', 'K', 'Na', 'Y', 'Cr', 'F'}"
53,1,H104Cl3F7Fe53KO260V53,"[0.        +2.59486568e-02j 0.        +4.80453939e-03j
 0.        +4.21132469e-05j ... 0.45923095+0.00000000e+00j
 0.46318372+0.00000000e+00j 0.47017457+0.00000000e+00j]","{'Tb', 'Si', 'Cl', 'Sb', 'W', 'K', 'Na', 'Y', 'Cr', 'F'}"
53,2,H105Cl2F5Fe54O264V53,"[0.00000000e+00+1.35098310e-02j 0.00000000e+00+1.82972021e-05j
 3.27357545e-05+0.00000000e+00j ... 4.37765528e-01+0.00000000e+00j
 4.41573500e-01+0.00000000e+00j 4.59170429e-01+0.00000000e+00j]","{'Tb', 'Si', 'Cl', 'Sb', 'W', 'K', 'Na', 'Y', 'Cr', 'F'}"
57,0,Ba90Nb72O270,"[0.00000000e+00+3.55447973e-05j 0.00000000e+00+1.67915211e-05j
 3.54630958e-05+0.00000000e+00j ... 1.01756213e-01+0.00000000e+00j
 1.02966267e-01+0.00000000e+00j 1.02999911e-01+0.00000000e+00j]","{'Ti', 'Mo', 'La', 'Cl', 'W', 'K', 'Na', 'Cs', 'Rb', 'F'}"
57,1,Ba86CsF2KNb71O260Rb,"[0.00000000e+00+2.33709799e-05j 0.00000000e+00+1.94766022e-05j
 2.19850955e-05+0.00000000e+00j ... 1.04637268e-01+0.00000000e+00j
 1.04779929e-01+0.00000000e+00j 1.05724727e-01+0.00000000e+00j]","{'Ti', 'Mo', 'La', 'Cl', 'W', 'K', 'Na', 'Cs', 'Rb', 'F'}"
57,2,Ba88FKNb71O266,"[0.00000000e+00+1.48899728e-05j 7.68480001e-06+0.00000000e+00j
 3.28828665e-05+0.00000000e+00j ... 1.04454623e-01+0.00000000e+00j
 1.04658085e-01+0.00000000e+00j 1.05610723e-01+0.00000000e+00j]","{'Ti', 'Mo', 'La', 'Cl', 'W', 'K', 'Na', 'Cs', 'Rb', 'F'}"
57,3,Ba90Cl2F4Nb71O259,"[0.00000000e+00+2.55010256e-05j 5.51523054e-06+0.00000000e+00j
 2.18488331e-05+0.00000000e+00j ... 1.00979807e-01+0.00000000e+00j
 1.01900481e-01+0.00000000e+00j 1.01937356e-01+0.00000000e+00j]","{'Ti', 'Mo', 'La', 'Cl', 'W', 'K', 'Na', 'Cs', 'Rb', 'F'}"
58,0,Ag27In135Se216,"[0.        +9.89470935e-06j 0.        +7.48385569e-06j
 0.        +1.54113083e-06j ... 0.02339224+0.00000000e+00j
 0.02339227+0.00000000e+00j 0.02339229+0.00000000e+00j]","{'O', 'In', 'Ba', 'N', 'Sb', 'W', 'Ga', 'K', 'Na', 'Cs'}"
58,1,Ag25In134NNa2Se213,"[0.00000000e+00+6.84943842e-06j 0.00000000e+00+5.22336587e-06j
 1.06831011e-06+0.00000000e+00j ... 3.49039508e-02+0.00000000e+00j
 7.09361582e-02+0.00000000e+00j 7.48748395e-02+0.00000000e+00j]","{'O', 'In', 'Ba', 'N', 'Sb', 'W', 'Ga', 'K', 'Na', 'Cs'}"
58,2,Ag26GaIn133KN7Se207,"[0.00000000e+00+7.13387811e-06j 1.65899470e-06+0.00000000e+00j
 9.38082193e-06+0.00000000e+00j ... 7.44245532e-02+0.00000000e+00j
 7.45909818e-02+0.00000000e+00j 7.46450769e-02+0.00000000e+00j]","{'O', 'In', 'Ba', 'N', 'Sb', 'W', 'Ga', 'K', 'Na', 'Cs'}"
58,3,Ag26In131NSbSe208,"[0.00000000e+00+3.72417845e-06j 5.55065419e-06+0.00000000e+00j
 1.07021921e-05+0.00000000e+00j ... 3.33571565e-02+0.00000000e+00j
 7.30997222e-02+0.00000000e+00j 7.37025554e-02+0.00000000e+00j]","{'O', 'In', 'Ba', 'N', 'Sb', 'W', 'Ga', 'K', 'Na', 'Cs'}"
58,4,Ag26BaCsIn131N5Se210,"[0.00000000e+00+9.36143755e-06j 3.98601310e-06+0.00000000e+00j
 8.43762053e-06+0.00000000e+00j ... 7.40295750e-02+0.00000000e+00j
 7.43307725e-02+0.00000000e+00j 7.46003678e-02+0.00000000e+00j]","{'O', 'In', 'Ba', 'N', 'Sb', 'W', 'Ga', 'K', 'Na', 'Cs'}"
58,5,Ag25In129K2N4Na2Se211,"[0.00000000e+00+9.31780200e-06j 0.00000000e+00+6.60668303e-06j
 5.48484580e-06+0.00000000e+00j ... 7.39879604e-02+0.00000000e+00j
 7.47934072e-02+0.00000000e+00j 7.48002646e-02+0.00000000e+00j]","{'O', 'In', 'Ba', 'N', 'Sb', 'W', 'Ga', 'K', 'Na', 'Cs'}"
58,6,Ag27CsIn127SbSe215,"[3.65302674e-06+0.j 6.79905129e-06+0.j 1.33227719e-05+0.j ...
 2.53267754e-02+0.j 2.55904776e-02+0.j 2.68022521e-02+0.j]","{'O', 'In', 'Ba', 'N', 'Sb', 'W', 'Ga', 'K', 'Na', 'Cs'}"
59,0,Be216O216,"[0.        +0.05574055j 0.        +0.05574017j 0.        +0.05573987j ...
 0.10955586+0.j         0.1095562 +0.j         0.10955655+0.j        ]","{'O', 'Al', 'Si', 'N', 'S', 'Ag', 'Li', 'Ge', 'F'}"
60,0,Cl360Nb72,"[0.00000000e+00+1.39315354e-05j 5.20553073e-06+0.00000000e+00j
 2.67873523e-05+0.00000000e+00j ... 4.73111423e-02+0.00000000e+00j
 4.73111935e-02+0.00000000e+00j 4.73113126e-02+0.00000000e+00j]","{'O', 'Ti', 'Mo', 'W', 'Na', 'S', 'K', 'Rb'}"
60,2,Cl345KNa5Nb69S,"[0.        +0.00356795j 0.        +0.00131627j 0.        +0.00067158j ...
 0.06235112+0.j         0.06443049+0.j         0.06624574+0.j        ]","{'O', 'Ti', 'Mo', 'W', 'Na', 'S', 'K', 'Rb'}"
60,5,Cl344KNa4Nb71O3Rb2,"[0.        +0.00289078j 0.        +0.00278103j 0.        +0.00156104j ...
 0.11349508+0.j         0.11851581+0.j         0.12472404+0.j        ]","{'O', 'Ti', 'Mo', 'W', 'Na', 'S', 'K', 'Rb'}"
60,6,Cl353K3Nb71OSTi,"[0.        +0.00227602j 0.        +0.00111356j 0.        +0.00050847j ...
 0.05458632+0.j         0.0660948 +0.j         0.11711411+0.j        ]","{'O', 'Ti', 'Mo', 'W', 'Na', 'S', 'K', 'Rb'}"
62,0,Cs96I288Pd48,"[0.00000000e+00+8.44415251e-06j 3.41697344e-06+0.00000000e+00j
 7.58474834e-06+0.00000000e+00j ... 2.10699334e-02+0.00000000e+00j
 2.11339533e-02+0.00000000e+00j 2.11339844e-02+0.00000000e+00j]","{'O', 'Mn', 'Cd', 'Ba', 'Sr', 'K', 'S', 'Cs', 'Rb', 'Zn'}"
64,0,Cl216Mo72N72,"[0.00000000e+00+4.51679719e-05j 0.00000000e+00+3.16293892e-05j
 2.32591182e-05+0.00000000e+00j ... 1.51252871e-01+0.00000000e+00j
 1.51296832e-01+0.00000000e+00j 1.51296959e-01+0.00000000e+00j]","{'O', 'Sb', 'Na', 'S', 'K', 'Li', 'Se', 'F'}"
64,2,Cl211K2Mo69N71O3SSbSe,"[0.        +0.00202967j 0.        +0.00149307j 0.        +0.00135897j ...
 0.15428682+0.j         0.15580966+0.j         0.16566411+0.j        ]","{'O', 'Sb', 'Na', 'S', 'K', 'Li', 'Se', 'F'}"
64,3,Cl214Mo71N71NaS2,"[0.00000000e+00+2.06709738e-03j 0.00000000e+00+2.62763570e-05j
 1.55330366e-05+0.00000000e+00j ... 1.51106690e-01+0.00000000e+00j
 1.52185688e-01+0.00000000e+00j 1.68611471e-01+0.00000000e+00j]","{'O', 'Sb', 'Na', 'S', 'K', 'Li', 'Se', 'F'}"
68,0,P360Y72,"[0.00000000e+00+2.5739726e-05j 7.36778269e-06+0.0000000e+00j
 2.05810714e-05+0.0000000e+00j ... 4.60766797e-02+0.0000000e+00j
 4.61269813e-02+0.0000000e+00j 4.61270190e-02+0.0000000e+00j]","{'Pu', 'Mn', 'Cd', 'Po', 'Pb', 'Li', 'Fe', 'Ce', 'Ca', 'Th'}"
68,1,CdP356Y71,"[0.00000000e+00+4.80511045e-06j 1.40971995e-05+0.00000000e+00j
 2.05240245e-05+0.00000000e+00j ... 4.76372961e-02+0.00000000e+00j
 4.80040106e-02+0.00000000e+00j 4.87486946e-02+0.00000000e+00j]","{'Pu', 'Mn', 'Cd', 'Po', 'Pb', 'Li', 'Fe', 'Ce', 'Ca', 'Th'}"
68,2,P354Y72,"[0.00000000e+00+1.11526636e-05j 7.33619375e-06+0.00000000e+00j
 1.43333632e-05+0.00000000e+00j ... 4.72239985e-02+0.00000000e+00j
 4.77804626e-02+0.00000000e+00j 4.78540936e-02+0.00000000e+00j]","{'Pu', 'Mn', 'Cd', 'Po', 'Pb', 'Li', 'Fe', 'Ce', 'Ca', 'Th'}"
68,3,P351Y72,"[0.00000000e+00+1.53155791e-05j 4.72710212e-06+0.00000000e+00j
 1.41356868e-05+0.00000000e+00j ... 4.64294079e-02+0.00000000e+00j
 4.64586699e-02+0.00000000e+00j 4.70102883e-02+0.00000000e+00j]","{'Pu', 'Mn', 'Cd', 'Po', 'Pb', 'Li', 'Fe', 'Ce', 'Ca', 'Th'}"
70,0,Ca72Cr72O216,"[0.        +0.02210003j 0.        +0.02209984j 0.        +0.02203067j ...
 0.05658378+0.j         0.05658381+0.j         0.05816493+0.j        ]","{'F', 'Cd', 'La', 'Cl', 'K', 'Na', 'Co', 'Bi', 'As', 'Ca'}"
70,1,Ca71Cr71F2O214,"[0.        +0.01292225j 0.        +0.00767232j 0.        +0.00642445j ...
 0.0788833 +0.j         0.08243005+0.j         0.08683606+0.j        ]","{'F', 'Cd', 'La', 'Cl', 'K', 'Na', 'Co', 'Bi', 'As', 'Ca'}"
70,2,Ca72CdClCr71O213,"[0.        +0.00879029j 0.        +0.00524458j 0.        +0.0049556j  ...
 0.0774878 +0.j         0.08142878+0.j         0.08438291+0.j        ]","{'F', 'Cd', 'La', 'Cl', 'K', 'Na', 'Co', 'Bi', 'As', 'Ca'}"
70,3,Ca71Cr72F2NaO213,"[0.        +1.26709776e-02j 0.        +1.15366841e-02j
 0.        +5.83933555e-05j ... 0.07218756+0.00000000e+00j
 0.07787428+0.00000000e+00j 0.08272481+0.00000000e+00j]","{'F', 'Cd', 'La', 'Cl', 'K', 'Na', 'Co', 'Bi', 'As', 'Ca'}"
71,0,F48Na144O192S48,"[0.        +0.00430096j 0.        +0.00428584j 0.        +0.00426582j ...
 0.13044189+0.j         0.13052136+0.j         0.13052182+0.j        ]","{'O', 'F', 'Ca', 'Cl', 'B', 'Sb', 'Be', 'Zn', 'P'}"
73,0,As192Cd96Sr192,"[0.00000000e+00+2.2050667e-05j 0.00000000e+00+1.1650364e-05j
 8.83350133e-06+0.0000000e+00j ... 2.14489116e-02+0.0000000e+00j
 2.14539681e-02+0.0000000e+00j 2.14540622e-02+0.0000000e+00j]","{'In', 'Zr', 'Tl', 'Pb', 'K', 'Na', 'Ag', 'Li', 'Te', 'F'}"
73,1,AgAs187Cd96Sr192Te,"[0.00000000e+00+8.89127173e-06j 0.00000000e+00+3.52447452e-06j
 9.42182805e-06+0.00000000e+00j ... 2.20029638e-02+0.00000000e+00j
 2.21082157e-02+0.00000000e+00j 2.21971217e-02+0.00000000e+00j]","{'In', 'Zr', 'Tl', 'Pb', 'K', 'Na', 'Ag', 'Li', 'Te', 'F'}"
73,2,As189Cd95KLiSr190TeZr,"[0.00000000e+00+0.00135833j 0.00000000e+00+0.00039351j
 4.49674423e-06+0.j         ... 2.46556766e-02+0.j
 2.56273726e-02+0.j         2.95282284e-02+0.j        ]","{'In', 'Zr', 'Tl', 'Pb', 'K', 'Na', 'Ag', 'Li', 'Te', 'F'}"
73,3,As187Cd93Sr187,"[0.00000000e+00+7.71361588e-06j 2.08388018e-06+0.00000000e+00j
 1.19623197e-05+0.00000000e+00j ... 2.20396462e-02+0.00000000e+00j
 2.22150870e-02+0.00000000e+00j 2.23200479e-02+0.00000000e+00j]","{'In', 'Zr', 'Tl', 'Pb', 'K', 'Na', 'Ag', 'Li', 'Te', 'F'}"
73,4,As189Cd96Sr192Te,"[0.00000000e+00+9.08732163e-06j 0.00000000e+00+5.34847080e-06j
 1.14723546e-05+0.00000000e+00j ... 2.15871073e-02+0.00000000e+00j
 2.16689786e-02+0.00000000e+00j 2.16847906e-02+0.00000000e+00j]","{'In', 'Zr', 'Tl', 'Pb', 'K', 'Na', 'Ag', 'Li', 'Te', 'F'}"
73,5,As192Cd95FSr190,"[0.00000000e+00+1.38193411e-05j 3.09450066e-06+0.00000000e+00j
 9.45622523e-06+0.00000000e+00j ... 2.75475686e-02+0.00000000e+00j
 2.81898412e-02+0.00000000e+00j 3.42278880e-02+0.00000000e+00j]","{'In', 'Zr', 'Tl', 'Pb', 'K', 'Na', 'Ag', 'Li', 'Te', 'F'}"
73,6,As190Cd96Sr190Zr,"[0.00000000e+00+1.01657719e-05j 0.00000000e+00+6.69882514e-06j
 3.59730437e-06+0.00000000e+00j ... 2.22342663e-02+0.00000000e+00j
 2.23872536e-02+0.00000000e+00j 2.45437347e-02+0.00000000e+00j]","{'In', 'Zr', 'Tl', 'Pb', 'K', 'Na', 'Ag', 'Li', 'Te', 'F'}"
74,0,Mn108Na72O252,"[0.00000000e+00+4.40550747e-05j 3.77714452e-05+0.00000000e+00j
 6.03799467e-05+0.00000000e+00j ... 6.92126646e-02+0.00000000e+00j
 6.92127290e-02+0.00000000e+00j 6.97960638e-02+0.00000000e+00j]","{'Ni', 'Mn', 'Ca', 'Sc', 'Cl', 'Sb', 'Ta', 'Rh', 'F'}"
74,1,Cl2FMn104Na70O248Rh,"[0.00000000e+00+4.35835846e-05j 1.28465123e-05+0.00000000e+00j
 2.74737025e-05+0.00000000e+00j ... 7.50190380e-02+0.00000000e+00j
 7.70019674e-02+0.00000000e+00j 7.86156084e-02+0.00000000e+00j]","{'Ni', 'Mn', 'Ca', 'Sc', 'Cl', 'Sb', 'Ta', 'Rh', 'F'}"
74,2,ClF3Mn105Na70O241,"[0.00000000e+00+4.40335526e-06j 3.66216660e-05+0.00000000e+00j
 5.94898266e-05+0.00000000e+00j ... 7.60954397e-02+0.00000000e+00j
 7.79871914e-02+0.00000000e+00j 8.11771138e-02+0.00000000e+00j]","{'Ni', 'Mn', 'Ca', 'Sc', 'Cl', 'Sb', 'Ta', 'Rh', 'F'}"
74,3,Cl3F2Mn105Na71NiO239,"[0.00000000e+00+2.74710320e-03j 0.00000000e+00+3.18305381e-05j
 2.71176491e-05+0.00000000e+00j ... 7.53399682e-02+0.00000000e+00j
 7.61774569e-02+0.00000000e+00j 8.02200306e-02+0.00000000e+00j]","{'Ni', 'Mn', 'Ca', 'Sc', 'Cl', 'Sb', 'Ta', 'Rh', 'F'}"
77,0,Ca48Mo48O288Sr96,"[0.        +0.02093965j 0.        +0.02093949j 0.        +0.02093943j ...
 0.09948445+0.j         0.09948461+0.j         0.10289394+0.j        ]","{'Nd', 'La', 'Cl', 'K', 'Na', 'Cs', 'Rb', 'F'}"
77,1,Ca47CsF2Mo48O280Sr95,"[0.00000000e+00+1.27327700e-03j 0.00000000e+00+2.22308447e-05j
 1.19579524e-05+0.00000000e+00j ... 8.81409026e-02+0.00000000e+00j
 8.83632684e-02+0.00000000e+00j 9.03936632e-02+0.00000000e+00j]","{'Nd', 'La', 'Cl', 'K', 'Na', 'Cs', 'Rb', 'F'}"
79,0,Li72O216Sb72,"[0.00000000e+00+4.41473986e-05j 3.00236227e-05+0.00000000e+00j
 3.76675765e-05+0.00000000e+00j ... 8.40923674e-02+0.00000000e+00j
 8.41215067e-02+0.00000000e+00j 8.41216103e-02+0.00000000e+00j]","{'O', 'F', 'Mo', 'Er', 'Si', 'Cl', 'K', 'Na', 'Fe', 'Ca'}"
79,1,CaClF3Li71Mo2O207Sb69Si,"[0.00000000e+00+3.24641804e-05j 1.61515242e-05+0.00000000e+00j
 4.05486039e-05+0.00000000e+00j ... 8.84667372e-02+0.00000000e+00j
 9.02402405e-02+0.00000000e+00j 9.28273519e-02+0.00000000e+00j]","{'O', 'F', 'Mo', 'Er', 'Si', 'Cl', 'K', 'Na', 'Fe', 'Ca'}"
79,2,Ca2ClF2KLi68O213Sb69Si2,"[0.        +9.64976692e-03j 0.        +4.39146018e-05j
 0.        +4.01142547e-05j ... 0.09075036+0.00000000e+00j
 0.09126645+0.00000000e+00j 0.09471066+0.00000000e+00j]","{'O', 'F', 'Mo', 'Er', 'Si', 'Cl', 'K', 'Na', 'Fe', 'Ca'}"
79,3,Cl7FLi65O206Sb71,"[0.00000000e+00+4.28593583e-05j 2.73050645e-05+0.00000000e+00j
 3.84124395e-05+0.00000000e+00j ... 8.98764573e-02+0.00000000e+00j
 9.90515841e-02+0.00000000e+00j 1.06863016e-01+0.00000000e+00j]","{'O', 'F', 'Mo', 'Er', 'Si', 'Cl', 'K', 'Na', 'Fe', 'Ca'}"
79,4,Li70O212Sb70,"[0.00000000e+00+8.14238599e-03j 0.00000000e+00+1.77829695e-05j
 1.59240843e-05+0.00000000e+00j ... 8.92862714e-02+0.00000000e+00j
 8.98515847e-02+0.00000000e+00j 9.05022731e-02+0.00000000e+00j]","{'O', 'F', 'Mo', 'Er', 'Si', 'Cl', 'K', 'Na', 'Fe', 'Ca'}"
79,5,Cl2KLi71O213Sb71,"[0.00000000e+00+3.57979767e-05j 0.00000000e+00+1.23658444e-05j
 3.79997426e-05+0.00000000e+00j ... 8.87385809e-02+0.00000000e+00j
 8.89768824e-02+0.00000000e+00j 9.08520735e-02+0.00000000e+00j]","{'O', 'F', 'Mo', 'Er', 'Si', 'Cl', 'K', 'Na', 'Fe', 'Ca'}"
79,6,Cl2FLi71O214Sb70,"[0.00000000e+00+4.29529642e-05j 0.00000000e+00+3.31814076e-05j
 1.23211587e-05+0.00000000e+00j ... 8.87773002e-02+0.00000000e+00j
 8.89629267e-02+0.00000000e+00j 9.28121442e-02+0.00000000e+00j]","{'O', 'F', 'Mo', 'Er', 'Si', 'Cl', 'K', 'Na', 'Fe', 'Ca'}"
81,0,S256Sn128,"[0.00000000e+00+1.78524533e-05j 0.00000000e+00+9.22249758e-06j
 1.09847571e-06+0.00000000e+00j ... 3.48319935e-02+0.00000000e+00j
 3.48320218e-02+0.00000000e+00j 3.48714555e-02+0.00000000e+00j]","{'Nb', 'Ru', 'Cd', 'Cl', 'Sb', 'Ta', 'Co', 'Li', 'Fe', 'Ca'}"
81,1,ClRuS254Sn125,"[0.00000000e+00+1.24923980e-05j 0.00000000e+00+1.03248425e-05j
 9.13350634e-06+0.00000000e+00j ... 3.78106323e-02+0.00000000e+00j
 3.78570778e-02+0.00000000e+00j 3.78862680e-02+0.00000000e+00j]","{'Nb', 'Ru', 'Cd', 'Cl', 'Sb', 'Ta', 'Co', 'Li', 'Fe', 'Ca'}"
81,2,CaCl8CoS246Sn125,"[0.00000000e+00+1.28508186e-05j 9.21376338e-06+0.00000000e+00j
 1.16351262e-05+0.00000000e+00j ... 3.77250947e-02+0.00000000e+00j
 3.79052983e-02+0.00000000e+00j 3.80782720e-02+0.00000000e+00j]","{'Nb', 'Ru', 'Cd', 'Cl', 'Sb', 'Ta', 'Co', 'Li', 'Fe', 'Ca'}"
81,3,CaCl3RuS250Sb2Sn123,"[0.00000000e+00+1.39191318e-05j 4.90073932e-06+0.00000000e+00j
 1.04217788e-05+0.00000000e+00j ... 3.79084026e-02+0.00000000e+00j
 3.81083912e-02+0.00000000e+00j 3.82869121e-02+0.00000000e+00j]","{'Nb', 'Ru', 'Cd', 'Cl', 'Sb', 'Ta', 'Co', 'Li', 'Fe', 'Ca'}"
