,ICSD,Crystal,n_dopant,n_original,p_dopant,p_original
6631,608323,Al1La3S7V1_608323.json,"[Species Cr3+, Species Ti4+, Species Co4+, Species Zr4+, Species Co3+]","[Species V2+, Species V2+, Species V2+, Species V2+, Species V2+]","[Species Sr2+, Species Ba2+, Species Na+, Species Ca2+, Species K+]","[Species La3+, Species La3+, Species La3+, Species La3+, Species La3+]"
6632,659166,Ba1Cu1S3Y1_659166.json,"[Species Zn2+, Species Hg2+, Species Re5+, Species Cl-, Species Cu2+]","[Species Cu+, Species Cu+, Species Y3+, Species S2-, Species Cu+]","[Species Cs+, Species Rb+, Species K+, Species Na+, Species K+]","[Species Ba2+, Species Ba2+, Species Ba2+, Species Y3+, Species Y3+]"
6633,651177,S3Ti1_651177.json,"[Species Nb5+, Species Ta5+, Species U6+, Species Pa5+, None]","[Species Ti4+, Species Ti4+, Species Ti4+, Species Ti4+, None]","[Species Fe3+, Species Sc3+, Species Mg2+, Species Co2+, Species Zn2+]","[Species Ti4+, Species Ti4+, Species Ti4+, Species Ti4+, Species Ti4+]"
6634,290893,Mg1O6Sr2Te1_290893.json,"[Species F-, Species La3+, Species Cl-, Species Nd3+, Species W6+]","[Species O2-, Species Sr2+, Species O2-, Species Sr2+, Species Mg2+]","[Species Cs+, Species Na+, Species Rb+, Species Re5+, Species Ir5+]","[Species Sr2+, Species Mg2+, Species Sr2+, Species Te6+, Species Te6+]"
6635,24706,Br1Hg2N1_24706.json,"[Species O2-, Species S2-, Species Se2-, Species F-, Species Li+]","[Species N3-, Species N3-, Species N3-, Species N3-, Species N3-]","[Species O2-, Species Cu+, Species S2-, Species O2-, Species Ag+]","[Species Br-, Species Hg2+, Species Br-, Species Hg2+, Species Hg2+]"
6636,26667,Cl2Cu1_26667.json,"[Species Ge4+, Species Si4+, Species K+, Species Rb+, Species Na+]","[Species Cu2+, Species Cu2+, Species Cl-, Species Cl-, Species Cl-]","[Species O2-, Species S2-, Species Cu+, Species Li+, Species Na+]","[Species Cl-, Species Cl-, Species Cu2+, Species Cu2+, Species Cu2+]"
6637,85125,Ca2Fe1Mn1O5_85125.json,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]"
6638,237748,Cu3Fe4O12Y1_237748.json,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]"
6639,16600,C1N2Pb1_16600.json,"[Species O2-, Species S2-, Species Se2-, Species F-, Species N5+]","[Species N3-, Species N3-, Species N3-, Species N3-, Species C4+]","[Species B3+, Species Cs+, Species Al3+, Species Rb+, Species Ag+]","[Species C4+, Species Pb2+, Species C4+, Species Pb2+, Species C4+]"
6640,28115,Cl1Hg2O1_28115.json,"[Species Pb2+, Species K+, Species Sr2+, Species Eu2+, Species Ac3+]","[Species Hg1.50+, Species O2-, Species Hg1.50+, Species Hg1.50+, Species Hg1.50+]","[Species Hg+, Species Ag+, Species N3-, Species F-, Species Na+]","[Species Hg1.50+, Species Hg1.50+, Species O2-, Species Hg1.50+, Species Hg1.50+]"
6641,170948,Cd4K6Se13Sn3_170948.json,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]"
6642,84789,Cu1O6Sb2_84789.json,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]"
6643,77324,I2Pb1_77324.json,"[Species Bi3+, Species K+, Species Cs+, Species Cr3+, Species Rb+]","[Species Pb2+, Species I-, Species I-, Species Pb2+, Species I-]","[Species O2-, Species Cs+, Species S2-, Species Rb+, Species K+]","[Species I-, Species Pb2+, Species I-, Species Pb2+, Species Pb2+]"
6644,262409,Ba1O7Te2Zn1_262409.json,"[Species K+, Species Zr4+, Species Pb4+, Species F-, Species Sn4+]","[Species O2-, Species Zn2+, Species Zn2+, Species O2-, Species Zn2+]","[Species K+, Species N3-, Species Rb+, Species Cs+, Species Na+]","[Species Ba2+, Species O2-, Species Ba2+, Species Ba2+, Species Zn2+]"
6645,15791,F6Li2Mn1_15791.json,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]"
6646,156236,O8Si1Sn6_156236.json,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]"
6647,77272,Cl9Cs3Lu2_77272.json,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]"
6648,425834,Cl2Cu3H6O6Zn1_425834.json,"[Species F-, Species Si4+, Species Ge4+, Species Ge4+, Species Cl-]","[Species O2-, Species Zn2+, Species Zn2+, Species Cu2+, Species O2-]","[Species O2-, Species Na+, Species S2-, Species Cu+, Species Cu+]","[Species Cl-, Species Zn2+, Species Cl-, Species Zn2+, Species Cu2+]"
6649,74031,Cd4F6O1_74031.json,"[Species F-, Species Cl-, Species Ge4+, Species Sn4+, Species Cr3+]","[Species O2-, Species O2-, Species Cd2+, Species Cd2+, Species Cd2+]","[Species O2-, Species Na+, Species O2-, Species Li+, Species K+]","[Species F-, Species Cd2+, Species Cd2+, Species Cd2+, Species Cd2+]"
6650,50994,Ba1Hf1N2_50994.json,"[Species O2-, Species S2-, Species Se2-, Species F-, Species Li+]","[Species N3-, Species N3-, Species N3-, Species N3-, Species N3-]","[Species Cs+, Species Rb+, Species K+, Species Rb+, Species Na+]","[Species Ba2+, Species Ba2+, Species Ba2+, Species Hf4+, Species Hf4+]"
6651,185277,C2Cl5H6Se1Ta1_185277.json,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]"
6652,413972,As1Cu1F7_413972.json,"[Species Ge4+, Species Cr6+, Species Si4+, Species Mo6+, Species W6+]","[Species Cu2+, Species As5+, Species Cu2+, Species Cu2+, Species Cu2+]","[Species O2-, Species Si4+, Species Ge4+, Species Li+, Species Cu+]","[Species F-, Species As5+, Species As5+, Species As5+, Species Cu2+]"
6653,300184,As1K2Te2_300184.json,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]"
6654,35246,Cu5O4Rb3_35246.json,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]"
6655,65455,Cs2Mn1S2_65455.json,"[Species Ba2+, Species Sr2+, Species Cl-, Species Sc3+, Species Ir5+]","[Species Cs+, Species Cs+, Species S2-, Species Mn2+, Species Mn2+]","[Species Na+, Species N3-, Species Li+, Species O2-, Species K+]","[Species Mn2+, Species S2-, Species Mn2+, Species Mn2+, Species Mn2+]"
6656,412302,Hg2O3Se1_412302.json,"[Species F-, Species Cl-, Species Ge4+, Species Sn4+, Species V3+]","[Species O2-, Species O2-, Species Hg2+, Species Hg2+, Species Hg2+]","[Species Cu+, Species O2-, Species Ag+, Species Li+, Species Na+]","[Species Hg2+, Species Hg2+, Species Hg2+, Species Hg2+, Species Hg2+]"
6657,415445,O5P1Sn1V1_415445.json,"[Species F-, Species Mn3+, Species Re5+, Species Cl-, Species Co3+]","[Species O2-, Species Sn2+, Species V3+, Species O2-, Species Sn2+]","[Species Na+, Species Cs+, Species Rb+, Species Rb+, Species Si4+]","[Species V3+, Species Sn2+, Species V3+, Species Sn2+, Species P5+]"
6658,160218,O3Sc2_160218.json,"[Species F-, Species Cl-, Species Re5+, Species W6+, Species Ru5+]","[Species O2-, Species O2-, Species Sc3+, Species Sc3+, Species Sc3+]","[Species Na+, Species Rb+, Species K+, Species Li+, Species Mg2+]","[Species Sc3+, Species Sc3+, Species Sc3+, Species Sc3+, Species Sc3+]"
6659,95727,F1K1O6Te3_95727.json,"[Species F-, Species Ba2+, Species Sr2+, Species Cl-, Species Ca2+]","[Species O2-, Species K+, Species K+, Species O2-, Species K+]","[Species O2-, Species La3+, Species Sr2+, Species Nd3+, Species K+]","[Species F-, Species Te4+, Species Te4+, Species Te4+, Species Te4+]"
6660,160328,Ca1O3Pt1_160328.json,"[Species F-, Species La3+, Species Cl-, Species Nd3+, Species Sb5+]","[Species O2-, Species Ca2+, Species O2-, Species Ca2+, Species Pt4+]","[Species Na+, Species K+, Species Li+, Species Rh3+, Species Na+]","[Species Ca2+, Species Ca2+, Species Pt4+, Species Pt4+, Species Pt4+]"
6661,171138,Fe1H6O6P3_171138.json,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]"
6662,52390,Ca1In2O4_52390.json,"[Species F-, Species La3+, Species Cl-, Species Nd3+, Species Pr3+]","[Species O2-, Species Ca2+, Species O2-, Species Ca2+, Species Ca2+]","[Species Na+, Species Na+, Species K+, Species K+, Species Cs+]","[Species In3+, Species Ca2+, Species Ca2+, Species In3+, Species Ca2+]"
6663,200478,O2Si1_200478.json,"[Species F-, Species P5+, Species V5+, Species Cl-, Species As5+]","[Species O2-, Species Si4+, Species Si4+, Species O2-, Species Si4+]","[Species Li+, Species Zn2+, Species Be2+, Species Mg2+, Species Al3+]","[Species Si4+, Species Si4+, Species Si4+, Species Si4+, Species Si4+]"
6664,421466,Cu4Na1O12Te2Tl3_421466.json,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]"
6665,25557,In1Na1S2_25557.json,"[Species Ca2+, Species Sb5+, Species Er3+, Species W6+, Species Ho3+]","[Species Na+, Species Na+, Species Na+, Species Na+, Species Na+]","[Species Na+, Species K+, Species Cs+, Species Mg2+, Species Li+]","[Species In3+, Species In3+, Species In3+, Species In3+, Species In3+]"
6666,107444,Au1K3Sn4_107444.json,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]"
6667,82102,Cl18K2Mn1Nb6_82102.json,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]"
6668,150302,Ag1Br2Cs1_150302.json,"[Species Ba2+, Species Sr2+, Species K+, Species In3+, Species Rb+]","[Species Cs+, Species Cs+, Species Br-, Species Ag+, Species Br-]","[Species O2-, Species S2-, Species O2-, Species Se2-, Species N3-]","[Species Br-, Species Br-, Species Ag+, Species Br-, Species Ag+]"
6669,85047,Ba1Lu2Ni1O5_85047.json,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]"
6670,100275,Ge1O5Pb3_100275.json,"[Species F-, Species P5+, Species As5+, Species Cl-, Species Bi3+]","[Species O2-, Species Ge4+, Species Ge4+, Species O2-, Species Pb2+]","[Species Cs+, Species Rb+, Species K+, Species Zn2+, Species Cd2+]","[Species Pb2+, Species Pb2+, Species Pb2+, Species Ge4+, Species Ge4+]"
6671,20029,F8K2Re1_20029.json,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]"
6672,1573,Ga1Se2Tl1_1573.json,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]"
6673,92772,Na2S1_92772.json,"[Species Ca2+, Species Sb5+, Species Er3+, Species W6+, Species Ho3+]","[Species Na+, Species Na+, Species Na+, Species Na+, Species Na+]","[Species N3-, Species F-, Species O2-, Species Cl-, Species N3-]","[Species S2-, Species Na+, Species Na+, Species Na+, Species Na+]"
6674,165259,Au1Li1S1_165259.json,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]"
6675,173863,O5Te1Tl1V1_173863.json,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]"
6676,409319,Al1Na1P3Sr2_409319.json,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]"
6677,24261,C1Si1_24261.json,"[Species Cr6+, Species Mn7+, Species Br7+, Species Se6+, Species As5+]","[Species Si4+, Species Si4+, Species Si4+, Species Si4+, Species Si4+]","[Species Be2+, Species Al3+, Species B3+, Species Ga3+, Species Fe3+]","[Species Si4+, Species Si4+, Species Si4+, Species Si4+, Species Si4+]"
6678,650057,Rb2Se4W1_650057.json,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]"
6679,201143,B2K3O12Ta3_201143.json,"[Species F-, Species Ba2+, Species C4+, Species W6+, Species Sr2+]","[Species O2-, Species K+, Species B3+, Species Ta5+, Species K+]","[Species Na+, Species Sn4+, Species Ti4+, Species Y3+, Species Fe3+]","[Species Ta5+, Species Ta5+, Species Ta5+, Species Ta5+, Species Ta5+]"
6680,16578,Ag1S2Sb1_16578.json,"[Species In3+, Species Cl-, Species Sb5+, Species Ga3+, Species Ba2+]","[Species Ag+, Species S2-, Species Sb3+, Species Ag+, Species Ag+]","[Species Pb2+, Species K+, Species S2-, Species Tl+, Species O2-]","[Species Sb3+, Species Sb3+, Species Sb3+, Species Sb3+, Species Ag+]"
6681,192985,N5Ta3_192985.json,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]"
6682,402286,As4Ga1Na3Sr3_402286.json,"[Species Ga3+, Species Nb5+, Species Nb5+, Species Fe3+, Species Te6+]","[Species Na+, Species Ga3+, Species Na+, Species Na+, Species Ga3+]","[Species Hg+, Species Ag+, Species Ni2+, Species Mg2+, Species Cu2+]","[Species Sr2+, Species Sr2+, Species Ga3+, Species Ga3+, Species Ga3+]"
6683,164258,Be1Cr2O4_164258.json,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]"
6684,196449,C4F10Ge1H2_196449.json,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]"
6685,248121,C1F2N1O2P1_248121.json,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]"
6686,281440,Cs1Hg1Se3Y1_281440.json,"[Species Ba2+, Species Re5+, Species Sr2+, Species Ge4+, Species Sn4+]","[Species Cs+, Species Y3+, Species Cs+, Species Hg2+, Species Hg2+]","[Species Cu+, Species Na+, Species K+, Species N3-, Species Ca2+]","[Species Hg2+, Species Y3+, Species Y3+, Species Se2-, Species Y3+]"
6687,170700,C4Cd1Hg1N4Se4_170700.json,"[Species O2-, Species S2-, Species Se2-, Species F-, Species N5+]","[Species N3-, Species N3-, Species N3-, Species N3-, Species C4+]","[Species B3+, Species Cu+, Species Al3+, Species Ag+, Species La3+]","[Species C4+, Species Hg2+, Species C4+, Species C4+, Species C4+]"
6688,636528,Ge_636528.json,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]"
6689,51246,Cl2Mg1_51246.json,"[Species W6+, Species Cr3+, Species Sc3+, Species Sb5+, Species Mo6+]","[Species Mg2+, Species Mg2+, Species Mg2+, Species Mg2+, Species Mg2+]","[Species O2-, Species Na+, Species S2-, Species O2-, Species Li+]","[Species Cl-, Species Mg2+, Species Cl-, Species Mg2+, Species Mg2+]"
6690,426554,Rb3S3Sb1_426554.json,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]"
6691,643594,Mn1Se1_643594.json,"[Species Sc3+, Species Ir5+, Species W6+, Species Sb5+, Species V3+]","[Species Mn2+, Species Mn2+, Species Mn2+, Species Mn2+, Species Mn2+]","[Species Na+, Species N3-, Species Li+, Species O2-, Species K+]","[Species Mn2+, Species Se2-, Species Mn2+, Species Mn2+, Species Mn2+]"
6692,24020,Mn1Se2_24020.json,"[Species Ta5+, Species Nb5+, Species Sb5+, Species Ca2+, Species Cl-]","[Species Mn4+, Species Mn4+, Species Mn4+, Species Se2-, Species Se2-]","[Species Rh3+, Species N3-, Species Ni2+, Species Mn3+, Species Mn2+]","[Species Mn4+, Species Se2-, Species Mn4+, Species Mn4+, Species Mn4+]"
6693,412961,C4Cl7Ga2O4Rh1_412961.json,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]"
6694,6186,H1Hg1N1O4_6186.json,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]"
6695,180335,Al1F9H2O1Pb3_180335.json,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]"
6696,300158,Ga1K1Sb4_300158.json,"[Species Nb5+, Species Te6+, Species Ti4+, Species I7+, Species W6+]","[Species Ga3+, Species Ga3+, Species Ga3+, Species Ga3+, Species Ga3+]","[Species Ni2+, Species Mg2+, Species Cu2+, Species Co2+, Species Li+]","[Species Ga3+, Species Ga3+, Species Ga3+, Species Ga3+, Species Ga3+]"
6697,20543,Cs1O2P1S1_20543.json,"[Species Ba2+, Species F-, Species Sr2+, Species Cl-, Species Cl-]","[Species Cs+, Species O2-, Species Cs+, Species O2-, Species S2-]","[Species Si4+, Species N3-, Species Ge4+, Species Y3+, Species N3-]","[Species P5+, Species S2-, Species P5+, Species P5+, Species O2-]"
6698,424850,Br1Cl1_424850.json,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]"
6699,72118,Ca3N3V1_72118.json,"[Species O2-, Species S2-, Species Se2-, Species F-, Species La3+]","[Species N3-, Species N3-, Species N3-, Species N3-, Species Ca2+]","[Species Na+, Species Na+, Species K+, Species Rb+, Species K+]","[Species Ca2+, Species V3+, Species Ca2+, Species V3+, Species V3+]"
6700,92446,Ag7F31Zr6_92446.json,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]"
6701,189152,Cl1F1O7Pb2Se2Ti1_189152.json,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]"
6702,109,I1Te1_109.json,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]"
6703,154186,Cd1S1_154186.json,"[Species Ge4+, Species Cl-, Species Sn4+, Species Cr3+, Species Si4+]","[Species Cd2+, Species S2-, Species Cd2+, Species Cd2+, Species Cd2+]","[Species Na+, Species N3-, Species O2-, Species Li+, Species K+]","[Species Cd2+, Species S2-, Species Cd2+, Species Cd2+, Species Cd2+]"
